id,create_time,user_name,song,song_id,n_likes,n_shares,n_comments,n_plays,n_followers,n_total_likes,n_total_vids
6806773985792019717,1584825569,charlidamelio,Roses - Imanbek Remix,6738439639826287365,12400000,144900,111000,84900000,99200000,7700000000,1653
6807935089939451141,1585095910,saintjhn,Roses - Imanbek Remix,6738439639826287365,6436,100,148,132900,366400,2400000,41
6806461739526409477,1584752869,charlidamelio,Roses - Imanbek Remix,6738439639826287365,10600000,64800,246400,67000000,99200000,7700000000,1653
6806027486367960325,1584651762,justmaiko,Roses - Imanbek Remix,6738439639826287365,7200000,89400,25600,46200000,42100000,1200000000,1060
6834893740365057282,1591372712,pettysmart007,Roses - Imanbek Remix,6738439639826287365,6500000,168000,55600,58100000,1300000,11100000,99
6806407234982006021,1584740178,daviddobrik,Roses - Imanbek Remix,6738439639826287365,6300000,75500,36300,38300000,24000000,942700000,417
6812680811477798150,1586200860,ericdamier,Roses - Imanbek Remix,6738439639826287365,5300000,189300,53200,32600000,623000,13400000,109
6891455505139502342,1604542051,mackenziesol,Roses - Imanbek Remix,6738439639826287365,5200000,59500,25700,31400000,5100000,97400000,640
6809693681440853254,1585505364,brentrivera,Roses - Imanbek Remix,6738439639826287365,4900000,17100,24300,24300000,35000000,1100000000,870
6812750454900985093,1586217076,thelasfam,Roses - Imanbek Remix,6738439639826287365,4600000,9037,5025,55900000,3000000,61600000,155
6806822469350034694,1584836858,jamescharles,Roses - Imanbek Remix,6738439639826287365,4500000,105300,84700,31900000,28800000,644200000,185
6865391643235814662,1598473561,mackenziesol,Roses - Imanbek Remix,6738439639826287365,3900000,24000,14800,28400000,5100000,97400000,640
6813162778535136517,1586313079,dan.the_man,Roses - Imanbek Remix,6738439639826287365,3700000,13500,5438,32000000,139200,4600000,12
6809754293432880390,1585519477,avani,Roses - Imanbek Remix,6738439639826287365,3700000,32900,18100,17400000,28500000,2000000000,4947
6806808931071970566,1584833706,megana_mma,Roses - Imanbek Remix,6738439639826287365,3700000,20600,10600,45000000,641200,6900000,68
6805243607868607750,1584469250,addisonre,Roses - Imanbek Remix,6738439639826287365,3400000,13000,42700,21300000,68900000,4300000000,1275
