id,create_time,user_name,hashtags,song,video_length,n_likes,n_shares,n_comments,n_plays,n_followers,n_total_likes,n_total_vids
6860179258355043590,1597259957,jasonderulo,[],Tampa Curhat Beat,10,775000,1950,3533,7100000,39400000,872800000,577
6892943033432608006,1604888397,jose.rolando,"['joserolando', 'animation', 'alttok', 'alttiktok']",Se Acabó la Cuarentena,12,178800,73300,576,3600000,325000,2600000,569
6882902557170109701,1602550665,scarlet_may.1,"['fyp', 'foryou']",original sound,59,1700000,49200,6296,8000000,3000000,90700000,315
6868740485347855621,1599253275,addisonre,[],white tee,9,2800000,39800,113500,20900000,68200000,4300000000,1264
6890696665821416709,1604365369,thugmadmax0,"['fyp', 'foryou', 'foryoupage']",original sound,15,472800,34900,46900,5000000,74100,655000,33
6891116134511152386,1604463009,theblondieboys,"['fyp', 'story', 'school', 'truestory', 'fy']",original sound,59,582700,1026,7536,5400000,3700000,121000000,486
6891322828390550789,1604511182,del2slickk,"['greenscreensticker', 'fyp', 'viral']",Poppin Tina Snow AHHH,35,512100,5397,11600,2500000,26100,569400,22
6893346682310823174,1604982397,emmarosekenney1,[],come into my crib,11,1100000,7133,10100,5600000,232600,1400000,23
6861737179530480901,1597622691,charlidamelio,[],WAP（feat. Megan Thee Stallion）,10,6400000,108200,75500,51800000,98000000,7600000000,1644
6890969760830344454,1604428966,tiktokniker,"['Animation', 'tiktokfood', 'fyp', 'food', 'foryou', 'foryoupage', 'fypシ', 'kitchen', 'foodlover', 'cake']",Say I Yi Yi,9,22400,50,38,565200,53900,660200,55
6865780677720182021,1598564142,dixiedamelio,[],original sound,15,3900000,33700,44100,19100000,43100000,1400000000,419
6869083330957036806,1599333099,miakhalifa,[],original sound,12,362100,801,2698,4300000,12700000,131200000,216
6889146075890961669,1604004354,justkristi677,"['duet', 'YouWantMore', 'MyPFP']",original sound,11,22900,369,404,204300,23500,185800,122
6889900644510059781,1604180038,louisianawoman1,"['dollartree', 'christmas', 'craft', 'fyp', 'christmascrafts']",Jingle Bell Rock,56,6900000,360700,49400,52500000,578700,7700000,21
6893337338043206917,1604980212,akira.angels2,"['fyp', 'trending', 'viral']",original sound,19,55400,3925,511,311200,8492,55400,1
6891093661530983686,1604457802,urbrazilianbaddie,"['fyp', 'karen']",Capone - Oh No,23,4300000,6484,16100,26300000,191800,6200000,16
6893455292525300993,1605007635,bakebeph,"['BakebePH', 'fyp', 'foryou', 'rosemarie', '90dayfiance', 'rosemarievega']",Cyber Sex,20,420900,2559,2413,1700000,38900,620200,22
6893296728200498438,1604970745,hannahmerch,[],Little Dark Age by MGMT,10,2800000,20200,21600,9700000,55900,4500000,40
6893317625611439365,1604975617,rafffytafffy,[],original sound,15,1400000,20800,15200,5100000,1400000,49000000,169
6884687827032984838,1602966340,jasonderulo,[],Amityville Horror - Scary Halloween Sound Effects,17,1300000,17400,28900,8800000,39400000,872800000,577
6861727341102648582,1597620401,jasonderulo,[],original sound,13,810000,2107,7139,5700000,39400000,872800000,577
6875826373294853381,1600903116,addisonre,[],Space Cadet - Metro Boomin,8,6800000,76500,66800,43700000,68200000,4300000000,1264
6861311887313800454,1597523668,jasonderulo,[],Love Story,11,3800000,23100,31700,32100000,39400000,872800000,577
6862091204033563910,1597705118,addisonre,[],original sound,8,6200000,41700,100700,42900000,68200000,4300000000,1264
6868685809617243398,1599240544,addisonre,['itemcofounder'],thank you guys so much for using this sound,15,3800000,30200,49100,28300000,68200000,4300000000,1264
6861686046413884678,1597610784,addisonre,[],original sound,11,4800000,28100,82800,34000000,68200000,4300000000,1264
6869080912882175237,1599332535,addisonre,[],WAP（feat. Megan Thee Stallion）,10,6100000,64300,53400,50500000,68200000,4300000000,1264
6869567197878996229,1599445761,jasonderulo,['euphoria'],IAN ASHER Link in my bio for full remix,8,1900000,6518,10000,12800000,39400000,872800000,577
6875112198385962245,1600736825,addisonre,[],Basic or bad Tiktoshh,10,4800000,18700,37800,26700000,68200000,4300000000,1264
6883597972379159813,1602712588,addisonre,[],original sound,18,4800000,43300,39900,35300000,68200000,4300000000,1264
6863663621667392773,1598071233,addisonre,[],WAP（feat. Megan Thee Stallion）,15,23000000,1500000,530800,279700000,68200000,4300000000,1264
6883685086697442565,1602732885,addisonre,[],original sound,18,6700000,95500,93900,45000000,68200000,4300000000,1264
6861699255313157381,1597613860,addisonre,[],WAP (feat. Megan Thee Stallion),10,6200000,117000,120300,62400000,68200000,4300000000,1264
6874793860422192389,1600662721,jasonderulo,[],Savage Love (Laxed - Siren Beat),16,1200000,8653,16800,10400000,39400000,872800000,577
6868755428004728069,1599256755,addisonre,[],WAP（feat. Megan Thee Stallion）,10,3900000,27600,26500,31400000,68200000,4300000000,1264
6874760068127051013,1600654842,addisonre,[],What You Know Bout Love,15,7000000,100100,76900,60200000,68200000,4300000000,1264
6862797702799822086,1597869611,addisonre,['duet'],you thirsty or what,11,5000000,20600,94100,50600000,68200000,4300000000,1264
6882250483122146565,1602398921,jasonderulo,[],Lil homie right hea,15,640400,1839,3215,4500000,39400000,872800000,577
6860870833607347462,1597420978,charlidamelio,[],The Race - Remix,10,6900000,153900,165600,51100000,98000000,7600000000,1644
6865176978849352966,1598423592,jasonderulo,[],Because of You,15,1300000,2997,4307,8400000,39400000,872800000,577
6864618116295429381,1598293460,charlidamelio,[],say it if they do not use the emoji,18,9500000,191100,137100,70800000,98000000,7600000000,1644
6879418823741590789,1601739562,charlidamelio,[],May I,12,5600000,81800,104900,38100000,98000000,7600000000,1644
6875148570757008646,1600745311,addisonre,[],original sound,13,2800000,21000,45500,19800000,68200000,4300000000,1264
6863114645532577030,1597943405,charlidamelio,[],It Won't Stop (feat. Chris Brown) - DWYR Radio Edit,15,7200000,58600,103500,50300000,98000000,7600000000,1644
6870989331562040582,1599776880,charlidamelio,"['duet', 'charlirunsondunkin', 'ad']",The Charli,25,9000000,34000,60800,52300000,98000000,7600000000,1644
6860644975424638213,1597368392,addisonre,[],Money trees,15,3600000,44100,39900,27600000,68200000,4300000000,1264
6865450946286062853,1598487370,dixiedamelio,[],WAP（feat. Megan Thee Stallion）,10,2700000,2625,20600,20900000,43100000,1400000000,419
6883203985205988613,1602620854,addisonre,[],original sound,11,3000000,24200,54300,23600000,68200000,4300000000,1264
6863612658365533446,1598059361,jasonderulo,[],original sound,20,2600000,16000,14600,16300000,39400000,872800000,577
