id,create_time,user_name,hashtags,song,video_length,n_likes,n_shares,n_comments,n_plays,n_followers,n_total_likes,n_total_vids
6890590805916912902,1604340737,sagequeen1111,"['duet', 'showlovecrew', '💯realttsurporter💯', 'staylit']",Tap In,11,45400,559,188,577000,36700,487300,221
6891421287613304070,1604534089,josievankomen,"['holidaytiktok', 'christmas', 'thegrinch', 'fypシ', 'nails', 'festive']",original sound,59,1400000,10600,21600,8200000,125400,1700000,20
6892162071329328386,1604706535,theresemarlen,"['foryou', 'foryoupage', 'fy', 'fyp', 'cat', 'kitten', 'lol']",original sound,9,419800,3843,1699,2700000,5268,427400,17
6868685809617243398,1599240544,addisonre,['itemcofounder'],thank you guys so much for using this sound,15,3800000,29900,49100,28100000,67900000,4200000000,1261
6868740485347855621,1599253275,addisonre,[],white tee,9,2700000,39500,113600,20800000,67900000,4200000000,1261
6864618116295429381,1598293460,charlidamelio,[],say it if they do not use the emoji,18,9400000,189900,137300,70600000,97500000,7600000000,1642
6882416889264344325,1602437600,addisonre,[],smack my blank like a drum,8,5700000,21100,60000,40900000,67900000,4200000000,1261
6886558212737322245,1603401823,charlidamelio,[],original sound,15,4000000,57900,71600,23900000,97500000,7600000000,1642
6889146075890961669,1604004354,justkristi677,"['duet', 'YouWantMore', 'MyPFP']",original sound,11,17600,275,346,139400,21900,178300,117
6885898562203290886,1603248241,arielle_sinclair,"['shuffle', 'scenic', 'happyfeet', 'footworkchallenge']",original sound,15,5410,28,158,86100,51400,220600,313
6881462815966727429,1602215473,foodies,['foodies'],original sound,59,929500,4809,12700,5600000,12200000,481600000,693
6882247396982574341,1602398183,jasonderulo,['icederulo'],original sound,14,9500000,30800,36800,68400000,39200000,869600000,575
6861311887313800454,1597523668,jasonderulo,[],Love Story,11,3800000,23100,31600,32000000,39200000,869600000,575
6861380481238224134,1597539640,jasonderulo,[],hahahahahaha,15,1700000,7903,11100,17900000,39200000,869600000,575
6859437817035083014,1597087326,jasonderulo,[],original sound,24,953300,3195,4085,6900000,39200000,869600000,575
